sensor_type,device_type,timestamps,x,y,z
magnetometer,smartphone,1.686337595033267e+18,52.94662476,4.253145218,-81.06059265
magnetometer,smartphone,1.6863375952318858e+18,25.84745789,-32.0102005,-69.00769043
magnetometer,smartphone,1.686337595430505e+18,18.81646729,-41.27391815,-58.2321434
magnetometer,smartphone,1.6863375956291238e+18,22.17375183,-6.101091385,-77.47747803
magnetometer,smartphone,1.686337595827741e+18,42.82920837,9.903952599,-61.28269958
magnetometer,smartphone,1.686337596026361e+18,54.57621765,10.91790485,-63.10133362
magnetometer,smartphone,1.686337596224979e+18,31.70222473,-19.33009911,-84.81282043
magnetometer,smartphone,1.686337596423597e+18,15.96583557,-36.15431976,-70.7610321
magnetometer,smartphone,1.686337596622216e+18,20.86457825,-4.509468079,-75.43713379
magnetometer,smartphone,1.686337596820835e+18,32.62435913,15.21463776,-76.64990997
magnetometer,smartphone,1.686337597019454e+18,66.81481934,31.06088638,-66.17654419
magnetometer,smartphone,1.686337597218074e+18,39.97033691,-23.18063545,-69.86295319
magnetometer,smartphone,1.686337597416693e+18,31.12535095,-40.41221619,-73.42639923
magnetometer,smartphone,1.686337597615312e+18,40.42051697,-3.619789124,-70.0608902
magnetometer,smartphone,1.68633759781393e+18,49.80566406,3.544116974,-47.58835983
magnetometer,smartphone,1.6863375980125489e+18,58.37142944,-6.458591461,-45.09160233
magnetometer,smartphone,1.686337598211167e+18,49.27600098,-36.38114166,-53.41180801
magnetometer,smartphone,1.686337598409786e+18,40.81362915,-50.34130096,-50.30672073
magnetometer,smartphone,1.686337598608405e+18,42.05921936,-2.346792221,-68.19168091
magnetometer,smartphone,1.686337598807024e+18,59.53289795,8.318202972,-37.24916077
magnetometer,smartphone,1.686337599005643e+18,74.01837158,18.13990593,-37.53187561
magnetometer,smartphone,1.686337599204262e+18,68.12792969,-32.61990356,-65.0296402
magnetometer,smartphone,1.686337599402881e+18,67.69085693,-53.25400543,-65.50085449
magnetometer,smartphone,1.686337599601501e+18,45.34507751,-7.825338364,-62.02050781
magnetometer,smartphone,1.68633759980012e+18,47.63179016,-1.09283638,-52.41448975
magnetometer,smartphone,1.686337599998739e+18,27.94535828,-15.73610878,-75.36426544
magnetometer,smartphone,1.6863376001973578e+18,10.41043091,-40.66146851,-65.64596558
magnetometer,smartphone,1.686337600395977e+18,8.88923645,-32.62308502,-67.96510315
magnetometer,smartphone,1.6863376005945958e+18,9.50819397,-33.15852356,-65.05752563
magnetometer,smartphone,1.686337600793216e+18,11.45780945,-42.57532501,-62.1969223
magnetometer,smartphone,1.6863376009918351e+18,9.24647522,-27.48071098,-70.0032196
magnetometer,smartphone,1.686337601190454e+18,4.720962524,-39.83164978,-64.23187256
magnetometer,smartphone,1.6863376013890742e+18,9.746841431,-32.37921143,-66.80993652
magnetometer,smartphone,1.686337601587693e+18,12.83685303,-40.00978851,-59.5929718
magnetometer,smartphone,1.6863376017863122e+18,12.73977661,-39.03535461,-64.49235535
magnetometer,smartphone,1.6863376019849318e+18,13.54432678,-29.58861351,-71.69132996
magnetometer,smartphone,1.686337602183551e+18,2.476806641,-35.81826019,-123.6132889
magnetometer,smartphone,1.686337602382171e+18,45.03320312,23.41705704,-89.15049744
magnetometer,smartphone,1.68633760258079e+18,46.73588562,6.26363945,-62.02244949
magnetometer,smartphone,1.686337602779409e+18,63.818573,7.858131409,-61.93496704
magnetometer,smartphone,1.686337602978029e+18,45.18869019,-24.38338661,-62.73751831
magnetometer,smartphone,1.686337603176648e+18,21.13273621,-32.54141998,-63.18040085
magnetometer,smartphone,1.686337603375268e+18,41.97650146,-4.661924362,-68.20701599
magnetometer,smartphone,1.686337603573888e+18,57.25343323,9.473636627,-52.07886887
magnetometer,smartphone,1.686337603772507e+18,67.72958374,-0.08917427063,-55.38431549
magnetometer,smartphone,1.686337603971127e+18,49.02130127,-34.22602844,-60.55072403
magnetometer,smartphone,1.6863376041697472e+18,29.83625793,-28.10318565,-80.75831604
magnetometer,smartphone,1.686337604368366e+18,41.93023682,-7.662666321,-63.75971985
magnetometer,smartphone,1.686337604566986e+18,64.50749207,9.66986084,-41.04222107
magnetometer,smartphone,1.686337604765606e+18,61.71044922,-9.415868759,-66.57254028
magnetometer,smartphone,1.686337604964225e+18,33.71936035,-46.62534332,-50.99308014
magnetometer,smartphone,1.686337605162845e+18,33.37458801,-28.66791725,-60.77907944
magnetometer,smartphone,1.686337605361465e+18,44.54580688,-2.340103149,-60.4278183
magnetometer,smartphone,1.686337605560085e+18,56.07974243,1.169345856,-32.9965477
magnetometer,smartphone,1.686337605758705e+18,60.11584473,-14.2159481,-49.67455292
magnetometer,smartphone,1.686337605957324e+18,44.94619751,-45.41304016,-43.77754974
magnetometer,smartphone,1.6863376061559442e+18,45.58912659,-22.38908195,-53.67369461
magnetometer,smartphone,1.6863376063545649e+18,53.42329407,0.1027793884,-41.99401474
magnetometer,smartphone,1.686337606553185e+18,63.76524353,1.941093445,-25.55671501
magnetometer,smartphone,1.6863376067518052e+18,57.57530212,-29.3680439,-56.96224594
magnetometer,smartphone,1.6863376069504248e+18,43.99334717,-43.50095367,-26.22775269
magnetometer,smartphone,1.686337607149045e+18,44.53388977,-16.39949989,-59.78620911
magnetometer,smartphone,1.686337607347664e+18,57.73468018,9.224853516,-40.39315033
magnetometer,smartphone,1.686337607546284e+18,64.94244385,5.356710434,-47.46330261
magnetometer,smartphone,1.686337607744905e+18,49.50868225,-37.43086243,-45.72593689
magnetometer,smartphone,1.6863376079435238e+18,47.46188354,-40.6864624,-34.84100342
magnetometer,smartphone,1.686337608142144e+18,49.35557556,-14.70676613,-48.55148697
magnetometer,smartphone,1.6863376083407642e+18,51.51789856,-14.32322884,-31.85151291
magnetometer,smartphone,1.6863376085393838e+18,56.45585632,-18.64300728,-46.31118393
magnetometer,smartphone,1.686337608738005e+18,47.85211182,-45.48009491,-27.97104645
magnetometer,smartphone,1.686337608936625e+18,42.17376709,-34.00093079,-43.47504425
magnetometer,smartphone,1.686337609135245e+18,42.84298706,-2.808439255,-59.16066742
magnetometer,smartphone,1.686337609333865e+18,58.79196167,2.176338196,-25.33851624
magnetometer,smartphone,1.686337609532487e+18,61.50143433,-11.94876289,-55.10834503
magnetometer,smartphone,1.686337609731107e+18,41.25550842,-44.20864868,-50.70058441
magnetometer,smartphone,1.686337609929726e+18,45.96313477,-22.90135002,-55.77290726
magnetometer,smartphone,1.686337610128347e+18,44.13491821,-3.420000076,-51.72208405
magnetometer,smartphone,1.686337610326967e+18,53.09442139,2.191213608,-47.79437256
magnetometer,smartphone,1.6863376105255872e+18,44.24868774,-33.86054993,-50.54411316
magnetometer,smartphone,1.6863376107242068e+18,46.9243927,-46.29970551,-25.54668427
magnetometer,smartphone,1.686337610922828e+18,46.55828857,-15.2687664,-55.52562714
magnetometer,smartphone,1.686337611121448e+18,53.7638855,-4.821800232,-29.19285583
magnetometer,smartphone,1.686337611320069e+18,62.22683716,-3.350954056,-39.73853683
magnetometer,smartphone,1.686337611518689e+18,39.1111908,-40.11119843,-52.62710953
magnetometer,smartphone,1.68633761171731e+18,48.59568787,-37.57910919,-38.30606461
magnetometer,smartphone,1.68633761191593e+18,45.98869324,-6.127544403,-61.80344772
magnetometer,smartphone,1.686337612114551e+18,52.52442932,-3.949062347,-31.67295647
magnetometer,smartphone,1.686337612313171e+18,58.34773254,-21.74930382,-51.46923065
magnetometer,smartphone,1.686337612511792e+18,41.62512207,-48.46891785,-31.63137245
magnetometer,smartphone,1.686337612710412e+18,39.94311523,-34.90643311,-45.57489777
magnetometer,smartphone,1.686337612909033e+18,48.04527283,6.040319443,-60.24263763
magnetometer,smartphone,1.686337613107654e+18,49.06816101,7.419090271,-39.17067719
magnetometer,smartphone,1.686337613306274e+18,63.2492981,-12.31822395,-58.15077209
magnetometer,smartphone,1.686337613504895e+18,45.05511475,-47.2326355,-30.77800751
magnetometer,smartphone,1.686337613703516e+18,49.12327576,-33.19316864,-40.5747757
magnetometer,smartphone,1.686337613902137e+18,53.76907349,13.77017593,-56.57815552
magnetometer,smartphone,1.686337614100757e+18,60.05810547,9.430985451,-26.87517929
magnetometer,smartphone,1.686337614299378e+18,53.37826538,-23.55835915,-61.53783417
magnetometer,smartphone,1.6863376144979988e+18,44.94273376,-40.081604,-34.68501663
magnetometer,smartphone,1.68633761469662e+18,37.87901306,-23.15479851,-60.12538528
magnetometer,smartphone,1.686337614895241e+18,51.90533447,18.41627502,-61.30768204
magnetometer,smartphone,1.686337615093861e+18,67.72906494,12.75223827,-29.1765976
magnetometer,smartphone,1.6863376152924818e+18,54.59936523,-27.74055672,-63.76621246
magnetometer,smartphone,1.686337615491103e+18,44.81468201,-45.65257263,-32.59302521
magnetometer,smartphone,1.686337615689724e+18,34.53500366,-24.94690132,-60.94504547
magnetometer,smartphone,1.686337615888345e+18,47.86784363,12.81723785,-85.70622253
magnetometer,smartphone,1.686337616086966e+18,11.74649048,-27.15781593,-73.64990997
magnetometer,smartphone,1.6863376162855872e+18,0.85546875,-59.08318329,-35.29999161
magnetometer,smartphone,1.686337616484208e+18,-9.179107666,-62.67709351,-25.79496956
magnetometer,smartphone,1.6863376166828288e+18,-13.71781921,-59.03598022,-18.32308006
magnetometer,smartphone,1.68633761688145e+18,-8.002365112,-59.59580231,-17.93062401
magnetometer,smartphone,1.686337617080071e+18,-15.35684204,-59.37728882,-17.95246887
magnetometer,smartphone,1.686337617278692e+18,-12.33563232,-59.70442963,-17.96616936
magnetometer,smartphone,1.686337617477313e+18,-10.52864075,-60.24804688,-23.19438744
magnetometer,smartphone,1.686337617675934e+18,-11.73635864,-54.6915741,-28.25667381
magnetometer,smartphone,1.6863376178745551e+18,-21.5680542,-56.44302368,-20.68701172
magnetometer,smartphone,1.686337618073177e+18,-25.86557007,-56.95321655,-20.90514565
magnetometer,smartphone,1.686337618271799e+18,-22.06108093,-57.64639282,-21.30568314
magnetometer,smartphone,1.68633761847042e+18,-23.69598389,-58.87213898,-24.82714081
magnetometer,smartphone,1.686337618669041e+18,-19.66781616,-56.82133484,-22.59581757
magnetometer,smartphone,1.6863376188676628e+18,-12.70703125,-59.30110931,-20.5939846
magnetometer,smartphone,1.686337619066284e+18,-21.41674805,-57.98677826,-24.72648621
magnetometer,smartphone,1.686337619264904e+18,-7.044616699,-55.25356293,-43.40048981
magnetometer,smartphone,1.686337619463526e+18,25.86294556,-40.73535156,-41.94112396
magnetometer,smartphone,1.686337619662147e+18,20.87684631,-22.15635872,-69.50401306
magnetometer,smartphone,1.686337619860768e+18,55.51678467,-11.69450951,-61.74890137
magnetometer,smartphone,1.68633762005939e+18,49.06219482,-24.35816765,-62.75811005
magnetometer,smartphone,1.6863376202580111e+18,29.27781677,-50.71408844,-51.27389908
magnetometer,smartphone,1.686337620456633e+18,25.45016479,-36.38008118,-55.28939056
magnetometer,smartphone,1.686337620655255e+18,23.07279968,2.452817917,-89.64025879
magnetometer,smartphone,1.686337620853877e+18,70.55062866,15.5999279,-51.97891235
magnetometer,smartphone,1.686337621052497e+18,33.23200989,15.44296455,-105.2220917
magnetometer,smartphone,1.6863376212511188e+18,-12.45933533,-25.58301353,-76.70562744
magnetometer,smartphone,1.6863376214497408e+18,-15.51637268,-19.33011818,-74.96507263
magnetometer,smartphone,1.686337621648362e+18,-18.86997986,14.59439659,-106.0433578
magnetometer,smartphone,1.686337621846984e+18,-19.06674194,-19.41379356,-145.0623169
magnetometer,smartphone,1.6863376220456049e+18,-49.50097656,-23.23608971,-90.39422607
magnetometer,smartphone,1.6863376222442268e+18,-49.4090271,-28.99821281,-59.98519897
magnetometer,smartphone,1.686337622442849e+18,-39.44541931,-29.4007206,-52.0500412
magnetometer,smartphone,1.686337622647304e+18,52.54924011,5.283758163,-43.89100647
magnetometer,smartphone,1.686337622845928e+18,34.27896118,18.96883011,-52.25749207
magnetometer,smartphone,1.686337623044551e+18,15.31413269,3.222761154,-60.6542511
magnetometer,smartphone,1.686337623243175e+18,-0.5997924805,11.49808407,-59.0889473
magnetometer,smartphone,1.686337623441799e+18,7.128570557,19.03043365,-55.4680748
magnetometer,smartphone,1.686337623640422e+18,11.13973999,20.66505051,-54.20259857
magnetometer,smartphone,1.686337623839046e+18,14.07922363,39.12068176,-40.48092651
magnetometer,smartphone,1.68633762403767e+18,15.41590881,41.60351944,-36.8261261
magnetometer,smartphone,1.686337624236293e+18,4.818023682,50.51213837,-24.28384018
magnetometer,smartphone,1.686337624434916e+18,-2.024276733,53.61154938,-20.14932632
magnetometer,smartphone,1.686337624633541e+18,0.2587890625,54.99819183,-12.33782768
magnetometer,smartphone,1.686337624832165e+18,-2.496765137,43.98461151,-34.32767868
magnetometer,smartphone,1.6863376250307889e+18,-22.48361206,50.38008118,-12.05950737
magnetometer,smartphone,1.686337625229413e+18,-22.58688354,49.99377823,-14.28313637
magnetometer,smartphone,1.6863376254280369e+18,-11.28848267,44.115242,-32.20545197
magnetometer,smartphone,1.68633762562666e+18,-10.52410889,42.24077606,-35.47294998
magnetometer,smartphone,1.686337625825283e+18,-10.35092163,40.64044189,-38.21094894
magnetometer,smartphone,1.686337626023907e+18,-12.31265259,40.58142853,-39.99568939
magnetometer,smartphone,1.686337626222531e+18,-5.898284912,47.02645111,-39.62275696
magnetometer,smartphone,1.686337626421155e+18,18.07997131,57.03924561,-15.99551773
magnetometer,smartphone,1.686337626619779e+18,46.56048584,32.34128571,23.4590416
magnetometer,smartphone,1.686337626818402e+18,45.89823914,28.36149597,27.22149277
magnetometer,smartphone,1.686337627017026e+18,50.19172668,29.89697647,16.92879105
magnetometer,smartphone,1.68633762721565e+18,59.48475647,31.25033569,-1.990539551
magnetometer,smartphone,1.686337627414274e+18,56.55177307,16.03474426,-46.77748108
magnetometer,smartphone,1.686337627612898e+18,66.24160767,32.09809113,-9.10282135
magnetometer,smartphone,1.686337627811522e+18,47.88580322,32.04869461,20.31360245
magnetometer,smartphone,1.6863376280101458e+18,47.54299927,27.38911629,23.29404068
magnetometer,smartphone,1.68633762820877e+18,53.01869202,35.48960876,-0.4659500122
magnetometer,smartphone,1.686337628407394e+18,53.65290833,17.68472672,-44.31102371
magnetometer,smartphone,1.686337628606018e+18,55.47207642,32.06272507,-7.096319199
magnetometer,smartphone,1.686337628804642e+18,46.07846069,32.3758049,20.61265564
magnetometer,smartphone,1.686337629003266e+18,49.49046326,31.47953606,11.83295059
magnetometer,smartphone,1.68633762920189e+18,56.17967224,24.74128342,-22.89551544
magnetometer,smartphone,1.6863376294005138e+18,53.21066284,26.37646294,-25.79487038
magnetometer,smartphone,1.686337629599138e+18,44.47433472,35.50374985,17.07645416
magnetometer,smartphone,1.686337629797761e+18,46.90576172,32.36369705,15.5724411
magnetometer,smartphone,1.686337629996386e+18,52.69566345,30.61565018,-3.06848526
magnetometer,smartphone,1.686337630195009e+18,55.09608459,11.4850111,-26.90034866
magnetometer,smartphone,1.686337630393634e+18,47.37521362,39.02173615,5.737495422
magnetometer,smartphone,1.686337630592257e+18,46.28408813,33.73085785,13.93626022
magnetometer,smartphone,1.686337630790883e+18,49.78575134,32.99908447,0.7675132751
magnetometer,smartphone,1.686337630989506e+18,57.88296509,16.16409683,-18.27434731
magnetometer,smartphone,1.686337631188131e+18,54.95530701,28.96397591,-5.120008469
magnetometer,smartphone,1.686337631386755e+18,39.45956421,43.25977325,15.14170074
magnetometer,smartphone,1.6863376315853788e+18,43.1114502,36.65127182,16.328228
magnetometer,smartphone,1.686337631784003e+18,48.55348206,37.12129593,4.696228027
magnetometer,smartphone,1.686337631982628e+18,63.22518921,11.90234375,-18.86568069
magnetometer,smartphone,1.686337632181252e+18,46.61672974,44.34693527,8.444763184
magnetometer,smartphone,1.6863376323798758e+18,34.80693054,43.81638336,25.24339294
magnetometer,smartphone,1.6863376325785009e+18,39.51887512,42.32304382,21.33696747
magnetometer,smartphone,1.6863376327771249e+18,54.23483276,36.98342896,10.97622681
magnetometer,smartphone,1.686337632975749e+18,77.29397583,20.22525024,-2.331413269
magnetometer,smartphone,1.6863376331743729e+18,38.6534729,50.25772858,15.11977386
magnetometer,smartphone,1.686337633372998e+18,31.56158447,45.23579025,27.2473793
magnetometer,smartphone,1.686337633571622e+18,40.98268127,40.47422791,21.28368378
magnetometer,smartphone,1.686337633770246e+18,52.96040344,38.90125275,10.90843201
magnetometer,smartphone,1.6863376339688712e+18,75.95678711,17.56274414,-2.080749512
magnetometer,smartphone,1.686337634167495e+18,40.34477234,49.18217468,16.31292343
magnetometer,smartphone,1.686337634366119e+18,32.84840393,43.20952225,29.35993195
magnetometer,smartphone,1.686337634564744e+18,37.77259827,40.16562271,26.99773788
magnetometer,smartphone,1.686337634763368e+18,49.2388916,39.77126312,14.25567245
magnetometer,smartphone,1.686337634961992e+18,78.37973022,14.97152138,-7.681274414
magnetometer,smartphone,1.6863376351606172e+18,44.31190491,45.63326263,14.72503662
magnetometer,smartphone,1.686337635359241e+18,33.30662537,45.11823654,26.81438828
magnetometer,smartphone,1.686337635557865e+18,39.72320557,39.80922699,25.31320953
magnetometer,smartphone,1.68633763575649e+18,50.67234802,36.90558624,13.30871201
magnetometer,smartphone,1.686337635955115e+18,73.18411255,11.00944328,-7.768718719
magnetometer,smartphone,1.686337636153739e+18,46.44567871,43.55308914,12.16388321
magnetometer,smartphone,1.686337636352363e+18,35.37229919,42.65811539,26.78739548
magnetometer,smartphone,1.686337636550988e+18,45.13592529,32.64688873,21.67023849
magnetometer,smartphone,1.686337636749612e+18,54.12202454,32.3225441,1.057418823
magnetometer,smartphone,1.686337636948236e+18,59.66644287,13.70560265,-29.44101334
magnetometer,smartphone,1.686337637146861e+18,45.38557434,42.55197525,9.789779663
magnetometer,smartphone,1.686337637345485e+18,37.10276794,39.87954712,26.29616547
magnetometer,smartphone,1.68633763754411e+18,47.06997681,34.28713226,14.80547333
magnetometer,smartphone,1.6863376377427348e+18,55.47479248,30.70735168,-12.23286247
magnetometer,smartphone,1.68633763794136e+18,56.19532776,12.92645645,-38.12620926
magnetometer,smartphone,1.686337638139984e+18,47.17803955,42.07818222,10.83414078
magnetometer,smartphone,1.686337638338609e+18,38.69468689,37.69567871,27.4134407
magnetometer,smartphone,1.6863376385372332e+18,45.06315613,38.84580612,17.75217819
magnetometer,smartphone,1.686337638735858e+18,64.24005127,31.61382675,-0.5499687195
magnetometer,smartphone,1.686337638934483e+18,75.19308472,14.77454376,-13.60829353
magnetometer,smartphone,1.686337639133107e+18,41.21176147,46.49768448,16.47021866
magnetometer,smartphone,1.686337639331732e+18,33.84371948,39.49027634,31.93463898
magnetometer,smartphone,1.686337639530356e+18,45.39581299,38.13399124,16.68157959
magnetometer,smartphone,1.686337639728981e+18,63.18133545,35.15421295,-1.109882355
magnetometer,smartphone,1.686337639927606e+18,77.08410645,20.68952751,-7.36986351
magnetometer,smartphone,1.68633764012623e+18,38.71447754,48.90759277,18.00971603
magnetometer,smartphone,1.686337640324855e+18,33.53547668,42.96418762,29.06554413
magnetometer,smartphone,1.68633764052348e+18,39.35772705,42.55787659,23.04284668
magnetometer,smartphone,1.686337640722104e+18,65.10913086,31.42435455,8.031543732
magnetometer,smartphone,1.6863376409207288e+18,73.99990845,22.40620613,-4.277366638
magnetometer,smartphone,1.686337641119354e+18,38.0556488,48.66113663,14.85628891
magnetometer,smartphone,1.686337641317978e+18,33.50463867,42.11464691,27.6113472
magnetometer,smartphone,1.686337641516603e+18,40.23635864,42.45233154,15.85160828
magnetometer,smartphone,1.6863376417152282e+18,57.57507324,27.32320213,5.326644897
magnetometer,smartphone,1.686337641913853e+18,60.72923279,23.98426056,1.103855133
magnetometer,smartphone,1.6863376421124772e+18,35.53799438,46.92685318,18.26345825
magnetometer,smartphone,1.686337642311102e+18,34.30734253,43.23196411,25.49998474
magnetometer,smartphone,1.686337642509727e+18,44.7361145,39.32968903,17.2074585
magnetometer,smartphone,1.686337642708352e+18,71.35037231,11.84470558,-3.277927399
magnetometer,smartphone,1.686337642906976e+18,49.1040802,40.39839935,14.06752396
magnetometer,smartphone,1.686337643105601e+18,36.66462708,42.6578064,24.97434235
magnetometer,smartphone,1.686337643304225e+18,42.89555359,36.51147842,23.95388031
magnetometer,smartphone,1.686337643502851e+18,52.02816772,32.43663406,10.67332077
magnetometer,smartphone,1.686337643701476e+18,67.72125244,7.518216133,-15.10004616
magnetometer,smartphone,1.6863376439001009e+18,43.93539429,45.08409119,16.70509338
magnetometer,smartphone,1.686337644098726e+18,33.49436951,38.61708069,34.24052429
magnetometer,smartphone,1.686337644297351e+18,43.52851868,37.37187195,23.58817673
magnetometer,smartphone,1.686337644495976e+18,78.75247192,28.9756279,4.895263672
magnetometer,smartphone,1.686337644694601e+18,83.22116089,20.13656616,4.345329285
magnetometer,smartphone,1.686337644893226e+18,36.65161133,49.62023163,17.83171844
magnetometer,smartphone,1.686337645091851e+18,28.58428955,43.60614777,31.14498138
magnetometer,smartphone,1.686337645290476e+18,41.74531555,38.80789948,19.13623428
magnetometer,smartphone,1.686337645489101e+18,59.88796997,31.15839386,-1.502113342
magnetometer,smartphone,1.686337645687726e+18,65.61785889,19.1574688,-7.086462021
magnetometer,smartphone,1.6863376458863498e+18,38.74662781,47.21733856,12.74296188
magnetometer,smartphone,1.686337646084975e+18,35.50874329,42.91209793,23.05332565
magnetometer,smartphone,1.6863376462836e+18,40.92295837,42.204216,15.28410339
magnetometer,smartphone,1.686337646482225e+18,53.40440369,31.90474892,9.266155243
magnetometer,smartphone,1.686337646680851e+18,57.43495178,21.60387993,6.864803314
magnetometer,smartphone,1.6863376468794752e+18,44.15789795,42.47774506,10.37017059
magnetometer,smartphone,1.6863376470781e+18,35.57475281,44.2452507,20.76036072
magnetometer,smartphone,1.686337647276725e+18,39.09251404,36.0145607,26.56388092
magnetometer,smartphone,1.68633764747535e+18,47.03157043,35.92252731,8.3502388
magnetometer,smartphone,1.686337647673975e+18,59.8102417,21.72912216,-12.2945385
magnetometer,smartphone,1.686337647872601e+18,64.23356628,18.63626671,-15.47496986
magnetometer,smartphone,1.686337648071226e+18,44.36868286,43.3707428,11.84353638
magnetometer,smartphone,1.686337648269851e+18,42.11335754,36.07968903,23.0072403
magnetometer,smartphone,1.686337648468477e+18,46.82292175,35.74080658,12.25354767
