sensor_type,device_type,timestamps,latitude,longitude,speed
location,smartphone,1.686313956618617e+18,52.33488731,4.865102039,1.29638109
location,smartphone,1.686313957618592e+18,52.33488732,4.865121766,1.159916431
location,smartphone,1.686313958618569e+18,52.33487842,4.865141561,1.166808979
location,smartphone,1.6863139596185452e+18,52.33487578,4.865166656,1.236771214
location,smartphone,1.686313960618522e+18,52.3348702,4.865188951,1.230735522
location,smartphone,1.6863139616185e+18,52.33486942,4.865210599,1.251705004
location,smartphone,1.686313962618478e+18,52.33486442,4.865237649,1.318526225
location,smartphone,1.686313963618457e+18,52.33487129,4.865259258,1.373998586
location,smartphone,1.686313964618438e+18,52.33487313,4.865283579,1.204235127
location,smartphone,1.686313965618416e+18,52.33486898,4.865304171,1.164128735
location,smartphone,1.6863139666183962e+18,52.33486816,4.865331576,1.179929273
location,smartphone,1.686313967618376e+18,52.3348765,4.865340481,1.040821403
location,smartphone,1.686313968618356e+18,52.33492277,4.865339874,1.190000057
location,smartphone,1.686313969618337e+18,52.33490805,4.865353186,1.31984345
location,smartphone,1.686313970618319e+18,52.33491895,4.865360193,1.335018488
location,smartphone,1.6863139716183e+18,52.3349224,4.86537355,0.9148445181
location,smartphone,1.686313972618281e+18,52.3349268,4.865384898,0.9045237648
location,smartphone,1.686313973618264e+18,52.33493645,4.865403426,1.334835876
location,smartphone,1.686313974618246e+18,52.33496063,4.865410014,1.299999952
location,smartphone,1.686313975618228e+18,52.33492081,4.865444408,0.8277465226
location,smartphone,1.686313976618211e+18,52.33492072,4.865470352,1.094342516
location,smartphone,1.6863139776181942e+18,52.33491805,4.865487874,1.320179397
location,smartphone,1.686313978618176e+18,52.33494256,4.865489849,1.220000029
location,smartphone,1.68631397961816e+18,52.33492877,4.865530887,1.218114846
location,smartphone,1.686313980618142e+18,52.33492503,4.86555672,1.310290394
location,smartphone,1.6863139816181258e+18,52.33492444,4.865577401,1.325964479
location,smartphone,1.686313982618109e+18,52.33492295,4.865591414,1.287586389
location,smartphone,1.686313983618092e+18,52.33491757,4.865607572,1.148794057
location,smartphone,1.6863139846180762e+18,52.33491899,4.86562311,1.314106537
location,smartphone,1.686313985618061e+18,52.3349155,4.865644765,1.214355191
location,smartphone,1.686313986618044e+18,52.33491535,4.865665072,1.348307355
location,smartphone,1.686313987618027e+18,52.33491364,4.865689288,1.172229109
location,smartphone,1.686313988618012e+18,52.3349134,4.865712675,1.208219811
location,smartphone,1.686313989617996e+18,52.33491712,4.865733104,1.17480893
location,smartphone,1.686313990617981e+18,52.33491766,4.865750757,1.124663284
location,smartphone,1.686313991617965e+18,52.33491361,4.865770883,1.205664478
location,smartphone,1.686313992617949e+18,52.33490925,4.865791334,1.294065843
location,smartphone,1.686313993617934e+18,52.33490625,4.865815321,1.239514525
location,smartphone,1.686313994617918e+18,52.33490649,4.865832479,1.204436751
location,smartphone,1.686313995618784e+18,52.33490934,4.865847907,1.209689731
location,smartphone,1.686313996618837e+18,52.33491235,4.865864056,1.163280764
location,smartphone,1.686313997618901e+18,52.33491461,4.865882503,1.313048303
location,smartphone,1.686313998618957e+18,52.33491353,4.865899846,1.196716079
location,smartphone,1.686313999619021e+18,52.33491359,4.865917699,1.247216475
location,smartphone,1.6863140006190769e+18,52.334913,4.865933726,1.242409445
location,smartphone,1.686314001619141e+18,52.33491657,4.865946468,1.217226901
location,smartphone,1.686314002619191e+18,52.33491783,4.865960194,1.325944762
location,smartphone,1.6863140036192492e+18,52.33492126,4.865974796,1.185934141
location,smartphone,1.686314004619294e+18,52.33492282,4.865995352,1.360981838
location,smartphone,1.6863140056193472e+18,52.33492997,4.866007015,1.12735135
location,smartphone,1.686314006619385e+18,52.33494019,4.866023334,1.273045791
location,smartphone,1.686314007619435e+18,52.33494409,4.866040284,1.28392037
location,smartphone,1.6863140086194688e+18,52.33495088,4.866058403,1.18016541
location,smartphone,1.68631400961951e+18,52.33494786,4.866075611,1.344736537
location,smartphone,1.6863140106195418e+18,52.334946,4.86609153,1.163641408
location,smartphone,1.686314011619586e+18,52.33494101,4.866110454,1.290273393
location,smartphone,1.686314012619612e+18,52.33494105,4.866131362,1.369463221
location,smartphone,1.686314013619647e+18,52.33494617,4.866144941,1.354756318
location,smartphone,1.686314014619671e+18,52.3349469,4.866165147,1.369817734
location,smartphone,1.686314015619694e+18,52.33495891,4.866192154,1.49000001
location,smartphone,1.6863140166197158e+18,52.33495717,4.866183167,1.141256792
location,smartphone,1.686314017619735e+18,52.33495467,4.866211486,1.154304079
location,smartphone,1.686314018619751e+18,52.3349581,4.866226972,1.189642156
location,smartphone,1.686314019619767e+18,52.33495831,4.866242312,1.210082225
location,smartphone,1.686314020619781e+18,52.33495359,4.866266865,1.232420717
location,smartphone,1.686314021619793e+18,52.33495544,4.866281746,1.173207762
location,smartphone,1.686314022619803e+18,52.33495618,4.866298481,1.139189499
location,smartphone,1.6863140236198129e+18,52.33496069,4.866326577,1.434179859
location,smartphone,1.686314024619821e+18,52.3349621,4.866343935,1.241706189
location,smartphone,1.686314025619828e+18,52.33495788,4.866361987,1.118514047
location,smartphone,1.686314026619835e+18,52.33496134,4.86637803,1.150278026
location,smartphone,1.686314027619839e+18,52.33496682,4.866396583,1.341265769
location,smartphone,1.686314028619843e+18,52.33496128,4.866416533,1.343698759
location,smartphone,1.6863140296198472e+18,52.33496955,4.866432961,1.345124519
location,smartphone,1.686314030619849e+18,52.33496973,4.866458048,1.331807831
location,smartphone,1.686314031619851e+18,52.33496251,4.866476698,1.301518206
location,smartphone,1.68631403261985e+18,52.33496599,4.866492741,1.334427291
location,smartphone,1.68631403361985e+18,52.33496881,4.866511958,1.298723945
location,smartphone,1.68631403461985e+18,52.33497549,4.866532353,1.265507697
location,smartphone,1.686314035619848e+18,52.3349854,4.866551308,1.309980195
location,smartphone,1.6863140366198472e+18,52.33498629,4.866568595,1.24944323
location,smartphone,1.686314037619843e+18,52.33497819,4.866583913,1.266835179
location,smartphone,1.68631403861984e+18,52.33499426,4.866605699,1.466230767
location,smartphone,1.686314039619837e+18,52.33498473,4.866627611,1.31834511
location,smartphone,1.686314040619833e+18,52.33498259,4.866647925,1.364976284
location,smartphone,1.686314041619828e+18,52.33496783,4.866662639,1.340843491
location,smartphone,1.686314042619824e+18,52.33496366,4.866683197,1.309722817
location,smartphone,1.686314043619819e+18,52.33496162,4.86670375,1.239257014
location,smartphone,1.6863140446198129e+18,52.33495808,4.866721805,1.351561917
location,smartphone,1.686314045619807e+18,52.3349563,4.866742393,1.266490854
location,smartphone,1.686314046619801e+18,52.33496477,4.86675859,1.253169995
location,smartphone,1.6863140476197952e+18,52.33496937,4.866771713,1.152848435
location,smartphone,1.686314048619788e+18,52.33496581,4.866786827,1.196103992
location,smartphone,1.686314049619781e+18,52.33497387,4.866798436,1.331931
location,smartphone,1.686314050619773e+18,52.33496897,4.866817199,1.255084845
location,smartphone,1.686314051619766e+18,52.33497486,4.866835156,1.348833336
location,smartphone,1.6863140526197578e+18,52.33498094,4.866851296,1.216169565
location,smartphone,1.686314053619751e+18,52.33498386,4.866874279,1.249881785
location,smartphone,1.6863140546197432e+18,52.3349843,4.866889984,1.300036742
location,smartphone,1.686314055619734e+18,52.33498473,4.866901861,1.218920953
location,smartphone,1.6863140566197268e+18,52.33498575,4.866918076,1.249433672
location,smartphone,1.6863140576197169e+18,52.33498751,4.866934802,1.26469381
location,smartphone,1.686314058619709e+18,52.33498911,4.866953455,1.311015142
location,smartphone,1.6863140596197e+18,52.33499296,4.86697504,1.256432517
location,smartphone,1.686314060619692e+18,52.33499554,4.866994456,1.318498904
location,smartphone,1.686314061619682e+18,52.33499297,4.867008799,1.206268284
location,smartphone,1.686314062619673e+18,52.33499601,4.867027332,1.276834832
location,smartphone,1.686314063619664e+18,52.33499302,4.867047041,1.246953972
location,smartphone,1.686314064619655e+18,52.33498836,4.867070167,1.350588657
location,smartphone,1.6863140656196452e+18,52.33498418,4.86708977,1.241909846
location,smartphone,1.686314066619636e+18,52.33498443,4.867115605,1.371116216
location,smartphone,1.686314067619627e+18,52.33498302,4.867132798,1.23885708
location,smartphone,1.686314068619617e+18,52.33498141,4.8671545,1.377688433
location,smartphone,1.686314069619607e+18,52.33498655,4.867160596,1.322095886
location,smartphone,1.6863140706195978e+18,52.3349873,4.867179577,1.366750929
location,smartphone,1.6863140716195878e+18,52.3349774,4.867195608,1.302843657
location,smartphone,1.686314072619578e+18,52.33497379,4.867219642,1.322682763
location,smartphone,1.686314073619568e+18,52.33497087,4.867239843,1.376597834
location,smartphone,1.686314074619558e+18,52.33496606,4.867254071,1.162857002
location,smartphone,1.686314075619547e+18,52.33497024,4.867273375,1.373497192
location,smartphone,1.6863140766195372e+18,52.33496169,4.867284019,1.202535911
location,smartphone,1.686314077619528e+18,52.33495201,4.867297507,1.155642606
location,smartphone,1.6863140786195172e+18,52.33495693,4.867316066,1.204621515
location,smartphone,1.6863140796195072e+18,52.3349584,4.867337492,1.269330406
location,smartphone,1.6863140806194962e+18,52.33495819,4.867354221,1.236872639
location,smartphone,1.686314081619487e+18,52.33495458,4.867374833,1.225056009
location,smartphone,1.686314082619476e+18,52.33495435,4.867394855,1.172360073
location,smartphone,1.686314083619466e+18,52.3349456,4.867419089,1.234841274
location,smartphone,1.686314084619455e+18,52.33494437,4.867442947,1.364686315
location,smartphone,1.686314085619445e+18,52.33494276,4.867462792,1.19959027
location,smartphone,1.686314086619435e+18,52.33494658,4.867481052,1.257998237
location,smartphone,1.686314087619424e+18,52.33494752,4.867496651,1.196022255
location,smartphone,1.686314088619413e+18,52.33494398,4.867514622,1.226259654
location,smartphone,1.686314089619403e+18,52.33494201,4.867535811,1.307534714
location,smartphone,1.686314090619393e+18,52.33493772,4.867552749,1.15149962
location,smartphone,1.686314091619381e+18,52.33493751,4.867570415,1.291148259
location,smartphone,1.686314092619371e+18,52.3349442,4.867587132,1.413351916
location,smartphone,1.686314093619361e+18,52.33493348,4.867605595,1.192002367
location,smartphone,1.68631409461935e+18,52.33493438,4.867629025,1.344202288
location,smartphone,1.68631409561934e+18,52.33493172,4.867646949,1.343711109
location,smartphone,1.686314096619329e+18,52.33492292,4.867670159,1.285328685
location,smartphone,1.686314097619319e+18,52.33492838,4.867691121,1.300049468
location,smartphone,1.686314098619307e+18,52.33492662,4.867713002,1.327210831
location,smartphone,1.686314099619298e+18,52.33492813,4.867732593,1.330655805
location,smartphone,1.686314100619287e+18,52.33492467,4.867750861,1.326733928
location,smartphone,1.686314101619276e+18,52.33492342,4.867766941,1.305582736
location,smartphone,1.686314102619266e+18,52.33492349,4.867789204,1.295982578
location,smartphone,1.686314103619255e+18,52.33492319,4.867808272,1.359709085
location,smartphone,1.686314104619245e+18,52.33492072,4.867818981,1.32505184
location,smartphone,1.686314105619234e+18,52.33491761,4.867836971,1.290497147
location,smartphone,1.686314106619223e+18,52.3349226,4.867856808,1.235033343
location,smartphone,1.686314107619213e+18,52.33492611,4.867873412,1.339871074
location,smartphone,1.6863141086192018e+18,52.3349227,4.867897123,1.248833002
location,smartphone,1.686314109619191e+18,52.33491743,4.867922993,1.298440576
location,smartphone,1.68631411061918e+18,52.33491686,4.867944552,1.270804938
location,smartphone,1.686314111619169e+18,52.33491627,4.86796717,1.298444169
location,smartphone,1.686314112619159e+18,52.33491853,4.867983284,1.289019554
location,smartphone,1.686314113619148e+18,52.33491962,4.86800337,1.294468106
location,smartphone,1.686314114619138e+18,52.33492764,4.868017552,1.307139686
location,smartphone,1.686314115619127e+18,52.33492951,4.868034598,1.37131435
location,smartphone,1.686314116619117e+18,52.33492878,4.868051655,1.377278517
location,smartphone,1.686314117619106e+18,52.33493198,4.86807186,1.413634299
location,smartphone,1.686314118619095e+18,52.33493668,4.868088914,1.367877697
location,smartphone,1.6863141196190838e+18,52.33493437,4.868115757,1.351874307
location,smartphone,1.686314120619073e+18,52.33494118,4.868134334,1.334091802
location,smartphone,1.6863141216197988e+18,52.33493787,4.868153328,1.384868476
location,smartphone,1.6863141226197952e+18,52.33493676,4.868170174,1.335530732
location,smartphone,1.686314123619806e+18,52.33493826,4.868188647,1.332140259
location,smartphone,1.686314124619808e+18,52.33494366,4.868212301,1.399448473
location,smartphone,1.686314125619825e+18,52.33493883,4.868237779,1.381889653
location,smartphone,1.686314126619829e+18,52.33492983,4.868264799,1.18669572
location,smartphone,1.686314127619849e+18,52.33492859,4.868296493,1.335414681
location,smartphone,1.68631412821247e+18,52.33559895,4.868850849,-1.0
location,smartphone,1.686314128278259e+18,52.33572481,4.868882633,-1.0
location,smartphone,1.686314128715046e+18,52.33586235,4.868894093,-1.0
location,smartphone,1.6863141288502769e+18,52.33561606,4.868721915,4.349999905
location,smartphone,1.6863141302312689e+18,52.33523489,4.868608089,4.349999905
location,smartphone,1.686314131231261e+18,52.33524306,4.868629295,1.299999952
location,smartphone,1.686314132231252e+18,52.33524792,4.868648155,1.269999981
location,smartphone,1.686314133231244e+18,52.3352509,4.868665924,1.24000001
location,smartphone,1.686314134231235e+18,52.33525262,4.868683862,1.25
location,smartphone,1.686314135232266e+18,52.33525379,4.868700542,1.24000001
location,smartphone,1.686314136232259e+18,52.33525517,4.868716048,1.210000038
location,smartphone,1.68631413723227e+18,52.33525622,4.868732896,1.230000019
location,smartphone,1.6863141382322609e+18,52.33525593,4.868751504,1.370000005
location,smartphone,1.686314139232266e+18,52.33525484,4.868769944,1.25
location,smartphone,1.686314140232259e+18,52.33525371,4.868787378,1.25
location,smartphone,1.686314141232272e+18,52.33525274,4.868805399,1.320000052
location,smartphone,1.686314142232267e+18,52.33525202,4.868824728,1.320000052
location,smartphone,1.68631414323228e+18,52.33525283,4.868848318,1.480000019
location,smartphone,1.686314144232277e+18,52.33525279,4.868866757,1.320000052
location,smartphone,1.686314145232297e+18,52.3352536,4.868883248,1.279999971
location,smartphone,1.686314146135205e+18,52.33525693,4.868926266,-1.0
location,smartphone,1.686314146564456e+18,52.33516579,4.869423141,-1.0
location,smartphone,1.686314146669599e+18,52.33525258,4.868920483,0.0
location,smartphone,1.6863141472945969e+18,52.33525258,4.868920483,0.0
location,smartphone,1.68631414829459e+18,52.33525559,4.868934564,0.0
location,smartphone,1.686314149294582e+18,52.33525853,4.868956441,1.070000052
location,smartphone,1.686314150294574e+18,52.33526469,4.868983431,1.080000043
location,smartphone,1.686314151294566e+18,52.33527382,4.869012935,1.549999952
location,smartphone,1.686314152294879e+18,52.33528317,4.869037075,1.549999952
location,smartphone,1.686314153294869e+18,52.33529151,4.869054928,1.090000033
location,smartphone,1.68631415429488e+18,52.33530081,4.869069932,1.090000033
location,smartphone,1.686314155294874e+18,52.33531158,4.869081918,1.149999976
location,smartphone,1.6863141562948849e+18,52.33532277,4.869091138,1.149999976
location,smartphone,1.686314157294878e+18,52.33533388,4.869099353,1.149999976
location,smartphone,1.6863141582948849e+18,52.33534629,4.869105974,1.159999967
location,smartphone,1.686314159294878e+18,52.3353564,4.869110109,1.159999967
location,smartphone,1.686314160294889e+18,52.33537014,4.869112677,1.269999981
location,smartphone,1.686314161294882e+18,52.33538208,4.869112588,1.269999981
location,smartphone,1.686314162294892e+18,52.33539279,4.869111532,1.220000029
location,smartphone,1.6863141632948849e+18,52.33540368,4.869110392,1.210000038
location,smartphone,1.686314164294896e+18,52.33541435,4.869110037,1.179999948
location,smartphone,1.686314165294889e+18,52.33542667,4.869111592,1.25
location,smartphone,1.686314166294899e+18,52.33543915,4.869112488,1.25
location,smartphone,1.686314167294892e+18,52.33545111,4.869115035,1.25
location,smartphone,1.686314168294899e+18,52.33546379,4.869115197,1.309999943
location,smartphone,1.68631416929489e+18,52.33547518,4.869115684,1.309999943
location,smartphone,1.6863141702949e+18,52.33548452,4.869115823,1.210000038
location,smartphone,1.686314171294892e+18,52.33549304,4.86911788,1.100000024
location,smartphone,1.686314172294883e+18,52.33550326,4.869121627,1.100000024
location,smartphone,1.686314173294875e+18,52.33551556,4.869125898,1.230000019
location,smartphone,1.686314174294867e+18,52.33552647,4.869128454,1.230000019
location,smartphone,1.686314175294858e+18,52.33553633,4.869129624,1.200000048
location,smartphone,1.68631417629485e+18,52.33554409,4.86913149,1.120000005
location,smartphone,1.686314177294842e+18,52.33554973,4.869135153,0.9399999976
location,smartphone,1.686314178294833e+18,52.33555809,4.869139947,0.9200000167
location,smartphone,1.686314179294824e+18,52.33554805,4.869142995,0.6054354298
location,smartphone,1.686314180294817e+18,52.33555456,4.869161116,1.036127233
location,smartphone,1.686314181294809e+18,52.33556661,4.869169094,0.9299134992
location,smartphone,1.6863141822948e+18,52.33557758,4.869166867,0.8486174635
location,smartphone,1.686314183294792e+18,52.33559205,4.869175719,0.8937574152
location,smartphone,1.686314184294784e+18,52.33560083,4.869164882,0.9672760269
location,smartphone,1.686314185294775e+18,52.33560672,4.869167086,0.8680728223
location,smartphone,1.6863141862947668e+18,52.3356157,4.869162549,1.055207833
location,smartphone,1.686314187294759e+18,52.33562684,4.86916955,1.110207531
location,smartphone,1.686314188294751e+18,52.33562953,4.869168006,1.041252625
location,smartphone,1.686314189294744e+18,52.33564226,4.869172903,1.138270034
location,smartphone,1.6863141902947348e+18,52.33564921,4.8691785,1.041474608
location,smartphone,1.6863141912947272e+18,52.33565904,4.869164343,1.084433193
location,smartphone,1.686314192294719e+18,52.33567303,4.869153331,0.7641408901
location,smartphone,1.686314193294711e+18,52.33567775,4.869150193,0.6564962224
location,smartphone,1.686314194294703e+18,52.33569199,4.8691548,1.047280725
location,smartphone,1.686314195294694e+18,52.33569647,4.869172441,0.8067683569
location,smartphone,1.686314196294688e+18,52.33571197,4.869168038,1.172290356
location,smartphone,1.686314197294678e+18,52.33571767,4.869165935,0.3820529868
location,smartphone,1.686314198294671e+18,52.33574008,4.869133742,1.539752304
location,smartphone,1.686314199294662e+18,52.33576273,4.869129633,1.164263352
location,smartphone,1.686314200294654e+18,52.33577224,4.86913545,1.317400546
location,smartphone,1.686314201294646e+18,52.33577883,4.869116542,0.9122108726
location,smartphone,1.6863142022946378e+18,52.33579261,4.869122593,0.6368420594
location,smartphone,1.686314203294631e+18,52.33581463,4.869121449,1.106972333
location,smartphone,1.686314204294622e+18,52.33583131,4.869127425,1.032922524
location,smartphone,1.686314205294614e+18,52.33583882,4.869138859,0.5886929824
location,smartphone,1.686314206294606e+18,52.33585014,4.869124935,0.6919036942
location,smartphone,1.686314207294598e+18,52.33586165,4.869149472,0.6260029387
location,smartphone,1.686314208294591e+18,52.33587456,4.86915538,0.7778298779
location,smartphone,1.686314209294582e+18,52.33589101,4.869156507,0.9347856411
location,smartphone,1.6863142102945748e+18,52.33590873,4.869156312,0.7947324272
location,smartphone,1.6863142112945672e+18,52.33591882,4.869151307,0.4961616817
location,smartphone,1.686314212294559e+18,52.33593217,4.869150561,0.7335065421
location,smartphone,1.6863142132945508e+18,52.33594009,4.869142193,0.4043082053
location,smartphone,1.686314214294543e+18,52.3359483,4.869137656,0.4233930086
location,smartphone,1.686314215294534e+18,52.33595829,4.869135094,0.4976923025
location,smartphone,1.686314216294527e+18,52.3359735,4.869127527,1.327470821
location,smartphone,1.686314217294519e+18,52.33598509,4.869119878,0.9396356046
location,smartphone,1.6863142182945098e+18,52.33598817,4.869113194,0.6481717435
location,smartphone,1.686314219294502e+18,52.33599289,4.869105734,0.7862257315
location,smartphone,1.686314220294494e+18,52.33600212,4.869105642,1.034575837
location,smartphone,1.686314221294487e+18,52.33601168,4.869099799,0.8707872031
location,smartphone,1.6863142222944778e+18,52.33598935,4.869085224,1.262027573
location,smartphone,1.686314223294471e+18,52.33598898,4.869077859,0.4475201196
location,smartphone,1.686314224294462e+18,52.33601346,4.869088228,1.501546163
location,smartphone,1.686314225294455e+18,52.33602524,4.869096912,1.356522161
location,smartphone,1.6863142262944468e+18,52.33603961,4.869091747,1.173957051
location,smartphone,1.686314227294438e+18,52.33604805,4.869100676,0.4114188811
location,smartphone,1.686314228294431e+18,52.33605164,4.869101704,0.3287656642
location,smartphone,1.686314229294423e+18,52.33607072,4.869104813,0.823619284
location,smartphone,1.686314230294415e+18,52.33608954,4.869109,1.024048866
location,smartphone,1.686314231294407e+18,52.33609203,4.869153438,1.085182448
location,smartphone,1.686314232294399e+18,52.33609721,4.869162224,1.042279538
location,smartphone,1.686314233294392e+18,52.33611223,4.8691561,0.9975256028
location,smartphone,1.686314234294383e+18,52.33611331,4.869152065,0.5889186357
location,smartphone,1.686314235294376e+18,52.33611935,4.869161043,0.6592745353
location,smartphone,1.686314236294368e+18,52.33613619,4.86916126,1.002403828
location,smartphone,1.686314237294359e+18,52.336152,4.869160323,1.088774728
location,smartphone,1.686314238294352e+18,52.3361677,4.869156366,1.075375169
location,smartphone,1.686314239294343e+18,52.33617227,4.869160251,0.7397792239
location,smartphone,1.686314240294336e+18,52.33618661,4.869159753,0.8757397764
location,smartphone,1.686314241294327e+18,52.33620264,4.869161337,1.049340097
location,smartphone,1.6863142422943188e+18,52.33621488,4.869165605,1.056231606
location,smartphone,1.686314243294312e+18,52.33620543,4.869173795,0.3663213442
location,smartphone,1.686314244294304e+18,52.33620421,4.869185172,0.6892995987
location,smartphone,1.686314245294296e+18,52.33621139,4.869195718,0.68063157
location,smartphone,1.686314246294288e+18,52.33622657,4.869188157,0.7840412925
location,smartphone,1.68631424729428e+18,52.33622114,4.869189388,0.6160007467
location,smartphone,1.686314248294272e+18,52.33622479,4.869200658,0.4599967757
location,smartphone,1.686314249294264e+18,52.33623365,4.869191744,0.6585423953
location,smartphone,1.686314250294256e+18,52.33624786,4.869191578,0.9702065994
location,smartphone,1.6863142512942482e+18,52.3362561,4.869182412,0.8292802073
location,smartphone,1.68631425229424e+18,52.33626106,4.869181918,0.6303953062
location,smartphone,1.6863142532942318e+18,52.336266,4.869168501,0.3715103607
location,smartphone,1.686314254294224e+18,52.33627502,4.86915864,0.4645747819
location,smartphone,1.686314255294216e+18,52.33628689,4.869149778,0.6978748017
location,smartphone,1.686314256294209e+18,52.33629459,4.869144827,0.62142615
location,smartphone,1.6863142572942008e+18,52.33630596,4.869138739,0.7587670999
location,smartphone,1.6863142582941932e+18,52.33630893,4.86914318,0.383734389
location,smartphone,1.686314259294184e+18,52.33632983,4.86914642,0.8854877816
location,smartphone,1.686314260294177e+18,52.33634055,4.869133624,0.7043896738
location,smartphone,1.6863142612941688e+18,52.33635475,4.869138848,0.6989456618
location,smartphone,1.6863142622941612e+18,52.33635258,4.86916525,0.502284745
location,smartphone,1.686314263294153e+18,52.3363565,4.869194796,1.036307466
location,smartphone,1.686314264294145e+18,52.33635949,4.869211192,1.242975632
location,smartphone,1.686314265294137e+18,52.33636579,4.869231067,1.119466572
location,smartphone,1.686314266294128e+18,52.33637646,4.869243005,0.820027761
location,smartphone,1.6863142672941202e+18,52.33637875,4.869267753,1.025546973
location,smartphone,1.686314268294113e+18,52.33638119,4.869289275,1.148271973
location,smartphone,1.686314269294105e+18,52.33638508,4.86930977,1.094515592
location,smartphone,1.686314270294096e+18,52.33638716,4.869337075,1.315385564
location,smartphone,1.68631427129409e+18,52.33639088,4.86935732,1.155278738
location,smartphone,1.68631427229408e+18,52.33639571,4.869375674,1.094080478
location,smartphone,1.686314273294073e+18,52.33639843,4.8693974,1.118070832
location,smartphone,1.686314274294065e+18,52.33640049,4.869416338,1.090757055
location,smartphone,1.686314275294057e+18,52.33640545,4.869436424,1.081255232
location,smartphone,1.68631427629405e+18,52.33640931,4.869453927,1.077675479
location,smartphone,1.6863142772940408e+18,52.33641066,4.869474158,1.186495165
location,smartphone,1.686314278294792e+18,52.33641322,4.869497149,1.169578931
location,smartphone,1.686314279294789e+18,52.33641749,4.869514113,1.035585371
location,smartphone,1.686314280294801e+18,52.33641898,4.869532537,1.039658338
location,smartphone,1.6863142812947978e+18,52.33642281,4.869556156,1.161619059
location,smartphone,1.68631428229481e+18,52.33642285,4.869573728,1.207622694
location,smartphone,1.686314283294806e+18,52.33642323,4.869589374,1.158737623
location,smartphone,1.68631428429482e+18,52.33642558,4.869598949,0.9038292051
location,smartphone,1.686314285294812e+18,52.3364276,4.869622174,1.133938999
location,smartphone,1.686314286294817e+18,52.33642948,4.869638321,1.196441315
location,smartphone,1.6863142872948111e+18,52.33642831,4.869652311,1.03517013
location,smartphone,1.686314288294824e+18,52.33642513,4.869667357,0.9552732271
location,smartphone,1.686314289294818e+18,52.33642967,4.869685569,1.033692999
location,smartphone,1.686314290294826e+18,52.33643865,4.869704053,1.076218355
location,smartphone,1.686314291294819e+18,52.3364427,4.869720839,1.061879328
location,smartphone,1.686314292294831e+18,52.33644904,4.869722624,0.6295639418
location,smartphone,1.686314293294826e+18,52.33645023,4.86974717,0.8940334962
location,smartphone,1.6863142942948352e+18,52.3364618,4.869753206,0.7379425963
location,smartphone,1.68631429529483e+18,52.33646743,4.869773258,0.8676201633
location,smartphone,1.6863142962948388e+18,52.33647318,4.869794528,1.065560018
location,smartphone,1.6863142972948352e+18,52.33648216,4.86979956,0.6942987618
location,smartphone,1.686314298294832e+18,52.33648584,4.86982732,1.003497527
location,smartphone,1.6863142992948288e+18,52.3364864,4.869849728,1.075941774
location,smartphone,1.686314300294826e+18,52.33648829,4.869858809,0.7813677055
location,smartphone,1.686314301294822e+18,52.33649182,4.869877167,0.9087574532
location,smartphone,1.686314302294818e+18,52.33649798,4.869879299,0.5758710192
location,smartphone,1.6863143032948142e+18,52.33649897,4.869908582,1.01505184
location,smartphone,1.686314304294809e+18,52.33650103,4.869929467,1.126548406
location,smartphone,1.686314305294806e+18,52.33650556,4.869945334,0.956661823
location,smartphone,1.6863143062948e+18,52.33651111,4.869969732,1.31536138
location,smartphone,1.686314307294796e+18,52.33651342,4.869980603,0.9841815831
location,smartphone,1.686314308294791e+18,52.33651577,4.869998513,1.00707856
location,smartphone,1.686314309294785e+18,52.33652205,4.870007964,0.7425938781
location,smartphone,1.68631431029478e+18,52.33652268,4.870029981,1.019494876
location,smartphone,1.686314311294774e+18,52.33653128,4.870042713,0.9865968061
location,smartphone,1.686314312294768e+18,52.33654107,4.870063204,0.9751112816
location,smartphone,1.686314313294762e+18,52.33653962,4.870088492,1.011257434
location,smartphone,1.6863143142947569e+18,52.33653981,4.870112739,1.038503166
location,smartphone,1.68631431529475e+18,52.33653417,4.870139791,1.153986128
location,smartphone,1.686314316294744e+18,52.3365372,4.870161902,1.090621511
location,smartphone,1.6863143172947382e+18,52.33654853,4.870187864,1.263630693
location,smartphone,1.686314318294732e+18,52.33655286,4.870208579,1.212640335
location,smartphone,1.686314319294726e+18,52.33655549,4.870222504,0.8410759723
location,smartphone,1.686314320294719e+18,52.33655705,4.870243333,0.94975327
location,smartphone,1.686314321294711e+18,52.33654763,4.870267243,1.097971814
location,smartphone,1.6863143222947062e+18,52.3365432,4.870287962,1.218012186
location,smartphone,1.686314323294698e+18,52.33653876,4.870311036,1.291395459
location,smartphone,1.686314324294692e+18,52.33654589,4.870334219,1.39705722
location,smartphone,1.686314325294686e+18,52.33654369,4.870351535,1.187100124
location,smartphone,1.686314326294678e+18,52.33653588,4.870368637,1.04405837
location,smartphone,1.686314327294671e+18,52.33653869,4.870388832,1.117887788
location,smartphone,1.686314328294664e+18,52.33653398,4.870408005,0.9229358776
location,smartphone,1.686314329294657e+18,52.3365333,4.870426151,0.9222634201
location,smartphone,1.68631433029465e+18,52.33653707,4.87044412,0.9267018063
location,smartphone,1.686314331294642e+18,52.33654103,4.870463737,0.9193218064
location,smartphone,1.686314332294636e+18,52.33653951,4.870483396,0.9226454945
location,smartphone,1.686314333294629e+18,52.33653979,4.870498593,0.8242138959
location,smartphone,1.686314334294622e+18,52.33653605,4.870535387,1.412181909
location,smartphone,1.686314335294615e+18,52.33654335,4.870556404,1.322390326
