sensor_type,device_type,timestamps,x,y,z
accelerometer,smartphone,1.686313940223039e+18,-0.3450325012,1.421893158,8.785829773
accelerometer,smartphone,1.6863139404216448e+18,0.1694476318,1.847757568,11.15375565
accelerometer,smartphone,1.686313940620251e+18,-0.4629872131,0.2671943665,7.871680756
accelerometer,smartphone,1.686313940818857e+18,-0.4194277954,1.74342453,9.194180603
accelerometer,smartphone,1.686313941017463e+18,-1.48131958,-0.3233276367,12.17133957
accelerometer,smartphone,1.686313941216068e+18,-0.3312611389,0.6695576477,6.509812775
accelerometer,smartphone,1.686313941414674e+18,0.254021759,0.8834628296,10.26610153
accelerometer,smartphone,1.68631394161328e+18,0.6128256226,0.1863624573,7.835605774
accelerometer,smartphone,1.686313941811885e+18,0.07768844604,0.303868103,8.010142822
accelerometer,smartphone,1.686313942010491e+18,-0.8285270691,-0.02260299683,12.73222321
accelerometer,smartphone,1.686313942209096e+18,-3.442990265,-0.445922699,9.8989151
accelerometer,smartphone,1.686313942407702e+18,-1.075064392,0.8110134888,6.935976563
accelerometer,smartphone,1.686313942606307e+18,-2.021695862,-0.4007167053,14.79912506
accelerometer,smartphone,1.686313942804912e+18,-0.4586462402,-1.021026764,9.921817474
accelerometer,smartphone,1.686313943003516e+18,0.103434906,0.05418731689,8.187673645
accelerometer,smartphone,1.686313943202122e+18,-2.059267731,0.7137158203,10.11057495
accelerometer,smartphone,1.686313943400728e+18,-1.482367401,-0.4906796265,8.353678436
accelerometer,smartphone,1.686313943599333e+18,-0.3429368591,0.9726773071,8.5439328
accelerometer,smartphone,1.6863139437979382e+18,-0.7086264038,0.7220983887,12.97097672
accelerometer,smartphone,1.686313943996545e+18,-0.2603086853,-0.03727249146,7.454797668
accelerometer,smartphone,1.6863139441951498e+18,-0.1561253357,1.053359528,10.46892975
accelerometer,smartphone,1.686313944393755e+18,-2.945874023,0.4297563171,11.48292114
accelerometer,smartphone,1.686313944592361e+18,0.03592529297,1.432820435,7.034322052
accelerometer,smartphone,1.686313944790966e+18,-0.3480262756,1.231489105,12.89119263
accelerometer,smartphone,1.686313944989572e+18,0.1622625732,0.01571731567,9.937684479
accelerometer,smartphone,1.6863139451881772e+18,-0.5866300964,1.215472412,8.226143646
accelerometer,smartphone,1.686313945386783e+18,-1.170715485,2.127525787,10.86994583
accelerometer,smartphone,1.686313945585388e+18,-0.5914201355,0.6788383484,8.164771271
accelerometer,smartphone,1.686313945783993e+18,-0.3303630066,3.190315704,8.789571991
accelerometer,smartphone,1.686313945982599e+18,0.2519261169,0.1652563477,13.18039124
accelerometer,smartphone,1.686313946181204e+18,0.08666976929,1.106798401,7.045698395
accelerometer,smartphone,1.686313946379808e+18,-0.3059637451,1.717229004,11.05645798
accelerometer,smartphone,1.6863139465784148e+18,-2.11899353,0.860710144,8.556955719
accelerometer,smartphone,1.68631394677702e+18,-0.3233276367,1.466201019,8.00684967
accelerometer,smartphone,1.686313946975625e+18,-0.7119195557,0.9478289795,12.99118469
accelerometer,smartphone,1.68631394717423e+18,0.3263214111,0.5730084229,9.724078674
accelerometer,smartphone,1.686313947372836e+18,0.2680924988,1.106499023,8.017028503
accelerometer,smartphone,1.68631394757144e+18,-0.2171983337,2.184856567,10.22688309
accelerometer,smartphone,1.686313947770046e+18,-1.511407013,0.8164022827,8.033643951
accelerometer,smartphone,1.686313947968651e+18,-0.3631448364,1.788780212,9.682016144
accelerometer,smartphone,1.686313948167257e+18,-0.3999682617,0.949176178,12.48463806
accelerometer,smartphone,1.686313948365862e+18,0.08128097534,0.6062393188,7.182214508
accelerometer,smartphone,1.686313948564467e+18,0.2228865051,1.38192627,9.360484772
accelerometer,smartphone,1.686313948763072e+18,-1.576222229,-1.017134857,13.92988266
accelerometer,smartphone,1.686313948961677e+18,-0.6466552734,1.0577005,7.801027679
accelerometer,smartphone,1.6863139491602831e+18,-0.7426057434,1.405577087,10.53434372
accelerometer,smartphone,1.686313949358888e+18,0.08622070312,0.3914360046,8.660540314
accelerometer,smartphone,1.686313949557493e+18,-0.3445834351,1.152453461,6.692133636
accelerometer,smartphone,1.686313949756098e+18,-1.283880157,0.9857002258,13.47797241
accelerometer,smartphone,1.686313949954703e+18,-1.963017883,0.04101470947,10.81007034
accelerometer,smartphone,1.686313950153308e+18,-0.7976911926,1.327439575,7.352111206
accelerometer,smartphone,1.686313950351913e+18,-1.485660553,0.7714956665,13.68933289
accelerometer,smartphone,1.686313950550519e+18,0.6662644958,-0.00628692627,9.922565918
accelerometer,smartphone,1.686313950749124e+18,-0.5203179932,1.121467896,7.817942505
accelerometer,smartphone,1.6863139509477292e+18,-2.518512726,1.421144714,11.74472672
accelerometer,smartphone,1.686313951146334e+18,-0.747096405,0.8110134888,6.884034576
accelerometer,smartphone,1.686313951344939e+18,-0.35102005,1.772464142,9.642947388
accelerometer,smartphone,1.686313951543544e+18,-0.3071612549,-0.6442602539,14.70197708
accelerometer,smartphone,1.686313951742149e+18,-0.3124003601,1.169218597,6.59348877
accelerometer,smartphone,1.686313951940754e+18,-0.2576142883,1.45557312,10.44228516
accelerometer,smartphone,1.686313952139359e+18,-1.837279358,0.1182540894,11.1172316
accelerometer,smartphone,1.686313952337964e+18,-0.4986131287,1.118773499,6.951843567
accelerometer,smartphone,1.686313952536569e+18,-1.297501831,1.288969574,12.83475998
accelerometer,smartphone,1.686313952735174e+18,0.1986369324,0.1040336609,9.871372375
accelerometer,smartphone,1.686313952933779e+18,-0.4569996643,1.228944397,9.093440094
accelerometer,smartphone,1.686313953132384e+18,-2.123633881,1.498982849,10.32822235
accelerometer,smartphone,1.6863139533309888e+18,-0.8132588196,0.2252815247,7.670499115
accelerometer,smartphone,1.686313953529594e+18,-0.4879852295,1.484912109,9.04239624
accelerometer,smartphone,1.686313953728199e+18,-1.055006104,-1.044976959,14.37820038
accelerometer,smartphone,1.686313953926804e+18,0.02574645996,0.5760021973,7.245233459
accelerometer,smartphone,1.6863139541254088e+18,-0.5748046875,1.75629776,11.50402725
accelerometer,smartphone,1.6863139543240138e+18,-1.910626831,-0.2519261169,11.11019623
accelerometer,smartphone,1.6863139545226191e+18,-0.9743238831,1.181493073,7.37860611
accelerometer,smartphone,1.6863139547212242e+18,-0.8045768738,1.626517639,11.78693893
accelerometer,smartphone,1.686313954919829e+18,0.1633103943,0.4996609497,8.950936432
accelerometer,smartphone,1.686313955118434e+18,-0.554147644,1.396146698,6.830146637
accelerometer,smartphone,1.686313955317039e+18,-1.088835754,1.21577179,12.05967178
accelerometer,smartphone,1.6863139555156442e+18,-1.950444031,0.1589694214,8.015232239
accelerometer,smartphone,1.686313955714249e+18,0.001347198486,1.570084991,9.411828003
accelerometer,smartphone,1.686313955912854e+18,0.1399589539,2.398162994,9.412576447
accelerometer,smartphone,1.686313956111459e+18,-0.7999365234,0.5117857361,8.599317627
accelerometer,smartphone,1.686313956310064e+18,-0.5987548828,2.04175415,8.66098938
accelerometer,smartphone,1.686313956508668e+18,-3.285368042,0.3975732422,13.08414139
accelerometer,smartphone,1.686313956707273e+18,-0.5953120422,1.575024719,6.91636734
accelerometer,smartphone,1.686313956905878e+18,-0.8372090149,1.925146637,10.28660889
accelerometer,smartphone,1.6863139571044828e+18,-0.3109034729,0.7623646545,10.99029556
accelerometer,smartphone,1.686313957303088e+18,0.01631607056,1.257534943,6.581962738
accelerometer,smartphone,1.686313957501693e+18,-0.4647834778,0.7551795959,12.7190506
accelerometer,smartphone,1.686313957700298e+18,-2.392025757,0.4752616882,10.24215134
accelerometer,smartphone,1.686313957898902e+18,-0.9379495239,1.485510864,8.033194885
accelerometer,smartphone,1.686313958097507e+18,-0.3480262756,1.181343384,12.56127869
accelerometer,smartphone,1.686313958296112e+18,0.4252656555,-0.8159532166,9.776918793
accelerometer,smartphone,1.686313958494717e+18,-0.03682342529,1.511107635,8.966204681
accelerometer,smartphone,1.686313958693322e+18,-2.910397797,2.030377808,10.75258987
accelerometer,smartphone,1.686313958891927e+18,-0.5140310669,1.385518799,6.64722702
accelerometer,smartphone,1.686313959090531e+18,-0.4996609497,2.116598511,10.26864624
accelerometer,smartphone,1.686313959289136e+18,1.148860931,0.733175354,10.37148239
accelerometer,smartphone,1.686313959487741e+18,-0.4983137512,1.569785614,5.843997345
accelerometer,smartphone,1.686313959686346e+18,0.8756790161,1.251098328,11.11169312
accelerometer,smartphone,1.68631395988495e+18,-1.069076843,1.149309998,9.658365326
accelerometer,smartphone,1.686313960083555e+18,0.08577163696,2.054777069,7.30480957
accelerometer,smartphone,1.68631396028216e+18,0.2457888794,1.581760712,12.82488052
accelerometer,smartphone,1.6863139604807652e+18,-0.1969903564,0.2318678284,9.476942596
accelerometer,smartphone,1.68631396067937e+18,0.8137078857,1.988165588,7.758067017
accelerometer,smartphone,1.686313960877974e+18,-1.316063232,-0.160765686,15.46598831
accelerometer,smartphone,1.686313961076579e+18,-0.1185534668,1.262624359,6.353687439
accelerometer,smartphone,1.686313961275184e+18,-0.1321751404,2.13306427,10.06776398
accelerometer,smartphone,1.686313961473789e+18,-0.03233276367,0.1600172424,12.22088654
accelerometer,smartphone,1.686313961672393e+18,-0.2746788025,1.098565521,7.37860611
accelerometer,smartphone,1.686313961870998e+18,-0.2022294617,1.511257324,11.82196609
accelerometer,smartphone,1.686313962069603e+18,-1.035396881,0.5607339478,8.791517944
accelerometer,smartphone,1.686313962268208e+18,-0.04041595459,1.7902771,7.495363312
accelerometer,smartphone,1.6863139624668132e+18,-0.2029779053,2.071691895,11.57138718
accelerometer,smartphone,1.686313962665417e+18,-0.6973997498,0.7110214233,8.378676453
accelerometer,smartphone,1.686313962864022e+18,-0.01511856079,1.513352966,9.195976868
accelerometer,smartphone,1.686313963062628e+18,-2.765798492,0.6505471802,13.20778427
accelerometer,smartphone,1.6863139632612332e+18,-0.1829196167,1.114432526,6.894063721
accelerometer,smartphone,1.686313963459838e+18,-0.8198451233,1.293609924,11.01828735
accelerometer,smartphone,1.686313963658442e+18,-0.7785310364,-0.04879852295,11.97135544
accelerometer,smartphone,1.686313963857047e+18,-0.1872605896,1.112037506,6.767427063
accelerometer,smartphone,1.686313964055651e+18,-1.165476379,0.6950047302,12.49646347
accelerometer,smartphone,1.686313964254256e+18,-1.440454559,0.4629872131,9.069190521
accelerometer,smartphone,1.6863139644528612e+18,-0.4323010254,1.470691681,8.134683838
accelerometer,smartphone,1.686313964651466e+18,-1.050216064,1.370849304,13.90353745
accelerometer,smartphone,1.686313964850071e+18,0.0004490661621,0.03697311401,9.341773682
accelerometer,smartphone,1.686313965048676e+18,0.4011657715,1.177750854,7.651338959
accelerometer,smartphone,1.6863139652472812e+18,-2.219135284,0.3255729675,12.37611374
accelerometer,smartphone,1.686313965445886e+18,-0.4067042542,0.649050293,7.647596741
accelerometer,smartphone,1.686313965644491e+18,-1.175056458,1.82889679,8.905281372
accelerometer,smartphone,1.686313965843096e+18,-0.880019989,-1.538350983,14.74628494
accelerometer,smartphone,1.686313966041701e+18,-1.003812561,1.026265869,8.15429306
accelerometer,smartphone,1.686313966240306e+18,-0.2192939758,1.02147583,11.1609407
accelerometer,smartphone,1.686313966438911e+18,-1.739382935,0.6179150391,9.097032623
accelerometer,smartphone,1.686313966637516e+18,-1.192420349,1.361568604,7.364235992
accelerometer,smartphone,1.686313966836121e+18,-0.956660614,1.217568054,13.85473892
accelerometer,smartphone,1.686313967034726e+18,-0.07918533325,0.14040802,10.20173538
accelerometer,smartphone,1.686313967233331e+18,-0.4778063965,1.282083893,7.314090271
accelerometer,smartphone,1.686313967431936e+18,-1.183139648,2.654579773,9.870025177
accelerometer,smartphone,1.686313967630541e+18,-1.333726501,1.002165985,7.944728851
accelerometer,smartphone,1.686313967829146e+18,-0.3812571716,1.716330872,9.150621185
accelerometer,smartphone,1.686313968027751e+18,-1.286574554,0.3314108276,11.26198059
accelerometer,smartphone,1.686313968226356e+18,0.7360194397,0.6737489319,7.345524902
accelerometer,smartphone,1.686313968424961e+18,-0.5221142578,0.7206015015,12.27222977
accelerometer,smartphone,1.6863139686235658e+18,-2.43139389,0.3583547974,9.83574646
accelerometer,smartphone,1.686313968822171e+18,-0.4676275635,1.287173309,7.22173233
accelerometer,smartphone,1.686313969020776e+18,0.3668870544,1.085692291,11.42618912
accelerometer,smartphone,1.686313969219381e+18,-0.7105723572,0.1484912109,8.964109039
accelerometer,smartphone,1.6863139694179858e+18,-0.0462538147,0.8325686646,8.611592102
accelerometer,smartphone,1.686313969616591e+18,-2.08037384,1.937870178,9.905800781
accelerometer,smartphone,1.686313969815197e+18,0.7381150818,0.4150868225,9.106912079
accelerometer,smartphone,1.686313970013802e+18,-0.2972817993,0.9877958679,8.78852417
accelerometer,smartphone,1.686313970212407e+18,-0.02230361938,-0.1666035461,9.520651703
accelerometer,smartphone,1.6863139704110129e+18,0.4415817261,0.8144563293,6.379733276
accelerometer,smartphone,1.686313970609618e+18,-0.3128494263,0.4565505981,12.51622238
accelerometer,smartphone,1.686313970808223e+18,-2.021097107,-1.788929901,10.50979477
accelerometer,smartphone,1.686313971006828e+18,-1.500629425,0.4611909485,8.331973572
accelerometer,smartphone,1.6863139712054328e+18,-2.159708862,0.673150177,10.45860123
accelerometer,smartphone,1.686313971404039e+18,-1.48715744,0.4939727783,12.23540634
accelerometer,smartphone,1.686313971602644e+18,-0.3766168213,-0.3339555359,8.834628296
accelerometer,smartphone,1.686313971801249e+18,-1.510059814,0.08741821289,9.808353424
accelerometer,smartphone,1.686313971999854e+18,-0.9701325989,-0.5155279541,12.75258087
accelerometer,smartphone,1.6863139721984602e+18,0.1127156067,1.060993652,7.061565399
accelerometer,smartphone,1.686313972397065e+18,0.43409729,-0.04370910645,11.2950618
accelerometer,smartphone,1.68631397259567e+18,0.160765686,-0.2281256104,10.51772827
accelerometer,smartphone,1.686313972794276e+18,-0.6587800598,0.7421566772,9.73395813
accelerometer,smartphone,1.6863139729928812e+18,-1.884880371,1.203946381,9.516460419
accelerometer,smartphone,1.686313973191486e+18,-0.7153623962,1.429976349,8.147557068
accelerometer,smartphone,1.6863139733900918e+18,0.2878514099,1.418899384,9.680519257
accelerometer,smartphone,1.6863139735886968e+18,0.7490423584,0.6005511475,8.673114166
accelerometer,smartphone,1.686313973787302e+18,-0.09071136475,1.388512573,7.601941681
accelerometer,smartphone,1.686313973985908e+18,-0.09086105347,1.729054413,10.33106644
accelerometer,smartphone,1.686313974184513e+18,-1.654210052,0.7593708801,7.811206512
accelerometer,smartphone,1.686313974383119e+18,-0.87522995,1.695075073,8.054450684
accelerometer,smartphone,1.686313974581724e+18,-0.8740324402,0.5896238708,12.10652435
accelerometer,smartphone,1.68631397478033e+18,0.07918533325,0.1910028076,8.629554749
accelerometer,smartphone,1.686313974978935e+18,0.2944377136,2.342329102,9.147028656
accelerometer,smartphone,1.686313975177541e+18,-1.149309998,-1.284329224,14.87097565
accelerometer,smartphone,1.6863139753761462e+18,-0.1615141296,1.120569763,5.873336334
accelerometer,smartphone,1.686313975574752e+18,0.03652404785,1.135089569,12.477453
accelerometer,smartphone,1.6863139757733568e+18,0.6512956238,0.1601669312,10.31864227
accelerometer,smartphone,1.686313975971963e+18,-0.2935395813,1.519340515,8.448281708
accelerometer,smartphone,1.686313976170569e+18,-0.6563850403,1.312321014,10.40022263
accelerometer,smartphone,1.686313976369174e+18,-1.060843964,0.9785151672,6.838978271
accelerometer,smartphone,1.68631397656778e+18,-0.003293151855,1.652264099,9.353150024
accelerometer,smartphone,1.686313976766387e+18,0.2878514099,0.2191442871,13.36121521
accelerometer,smartphone,1.686313976964991e+18,-0.4724176025,0.9193881226,7.020101624
accelerometer,smartphone,1.686313977163597e+18,-0.4031117249,1.560654602,10.19634659
accelerometer,smartphone,1.686313977362203e+18,-2.262844391,0.602946167,8.871751099
accelerometer,smartphone,1.686313977560808e+18,-0.6367758179,1.269959106,7.622449036
accelerometer,smartphone,1.686313977759414e+18,-0.4412823486,1.082099762,12.00323914
accelerometer,smartphone,1.686313977958019e+18,0.1222956848,-0.2257305908,10.14066238
accelerometer,smartphone,1.686313978156626e+18,-0.2481838989,0.4044589233,7.53413269
accelerometer,smartphone,1.686313978355232e+18,-1.122665405,1.500629425,12.78206955
accelerometer,smartphone,1.686313978553837e+18,-0.7439529419,0.5200186157,5.585185547
accelerometer,smartphone,1.6863139787524431e+18,-0.6128256226,1.243314514,9.983339539
accelerometer,smartphone,1.68631397895105e+18,0.5257067871,-0.1474433899,13.7819902
accelerometer,smartphone,1.686313979149656e+18,-0.7949967957,0.7902067566,6.620732117
accelerometer,smartphone,1.686313979348262e+18,-1.982477417,0.9448352051,11.93228668
accelerometer,smartphone,1.686313979546868e+18,-2.944227448,0.2203417969,10.22448807
accelerometer,smartphone,1.686313979745474e+18,-1.184486847,0.9747729492,7.192842407
accelerometer,smartphone,1.6863139799440788e+18,-0.9503736877,1.49658783,11.96312256
accelerometer,smartphone,1.686313980142685e+18,-0.6626719666,-0.04984634399,10.48779053
accelerometer,smartphone,1.68631398034129e+18,-0.9083111572,1.032702484,9.684860229
accelerometer,smartphone,1.686313980539896e+18,-3.122357025,1.5527211,10.97832047
accelerometer,smartphone,1.686313980738503e+18,-0.8779243469,0.6917115784,7.445367279
accelerometer,smartphone,1.686313980937108e+18,-0.6128256226,1.688788147,9.763596497
accelerometer,smartphone,1.686313981135715e+18,-0.5906716919,-0.08053253174,11.88588318
accelerometer,smartphone,1.686313981334321e+18,-0.1716929626,1.270258484,6.902446289
accelerometer,smartphone,1.686313981532927e+18,-0.5688171387,1.56559433,11.21662491
accelerometer,smartphone,1.686313981731533e+18,-1.978884888,0.7301815796,11.29072083
accelerometer,smartphone,1.68631398193014e+18,-0.5080435181,1.460961914,6.032305756
accelerometer,smartphone,1.686313982128747e+18,-2.207609253,1.444945221,13.24685303
accelerometer,smartphone,1.686313982327353e+18,-0.4637356567,0.462538147,8.094118195
accelerometer,smartphone,1.686313982525959e+18,-0.8247848511,1.218915253,9.389524384
accelerometer,smartphone,1.686313982724566e+18,-2.404898987,1.932631073,9.479187927
accelerometer,smartphone,1.6863139829231729e+18,-1.17475708,0.6418652344,6.55711441
accelerometer,smartphone,1.686313983121778e+18,0.132923584,1.7305513,9.06110733
accelerometer,smartphone,1.686313983320385e+18,-1.155447235,-0.5203179932,14.6247377
accelerometer,smartphone,1.686313983518992e+18,-0.5252577209,0.7702981567,7.68157608
accelerometer,smartphone,1.686313983717597e+18,0.5093907166,1.545086975,10.84629501
accelerometer,smartphone,1.686313983916204e+18,-2.123783569,0.3598516846,8.56623642
accelerometer,smartphone,1.68631398411481e+18,0.4348457336,0.6137237549,7.999365234
accelerometer,smartphone,1.686313984313417e+18,-0.6743476868,0.5918692017,12.69749542
accelerometer,smartphone,1.686313984512023e+18,0.6424639893,0.0643661499,10.01851639
accelerometer,smartphone,1.68631398471063e+18,0.5924679565,0.6330335999,8.881331177
accelerometer,smartphone,1.686313984909236e+18,-1.292262726,1.787433014,10.3500769
accelerometer,smartphone,1.6863139851078428e+18,-0.7220983887,0.6834786987,6.261928253
accelerometer,smartphone,1.686313985306449e+18,-0.5586383057,1.37369339,9.590256958
accelerometer,smartphone,1.686313985505056e+18,-1.149609375,-0.6735992432,14.80960327
accelerometer,smartphone,1.6863139857036618e+18,-0.303868103,0.5773493958,6.978937225
accelerometer,smartphone,1.686313985902269e+18,-0.01586700439,1.506467285,10.22613464
accelerometer,smartphone,1.686313986100875e+18,-1.571132813,-0.6932084656,12.2943837
accelerometer,smartphone,1.686313986299482e+18,-1.037642212,1.031055908,7.6441539
accelerometer,smartphone,1.686313986498089e+18,-0.6030958557,1.239422607,11.472892
accelerometer,smartphone,1.686313986696695e+18,-0.3870950317,0.5879772949,8.705596619
accelerometer,smartphone,1.686313986895302e+18,-0.312999115,1.651515656,7.407046967
accelerometer,smartphone,1.686313987093908e+18,-1.255738678,1.410367126,12.15397568
accelerometer,smartphone,1.686313987292515e+18,-2.579735413,1.337917786,7.814050598
accelerometer,smartphone,1.686313987491122e+18,-0.9548643494,1.59717865,8.405470734
accelerometer,smartphone,1.686313987689728e+18,-0.8544232178,1.714384918,11.4011911
accelerometer,smartphone,1.686313987888335e+18,-0.6107299805,0.4282594299,8.168214111
accelerometer,smartphone,1.686313988086942e+18,-0.3173400879,1.479373627,10.246642
accelerometer,smartphone,1.686313988285548e+18,-2.646047516,-0.5099894714,13.90323807
accelerometer,smartphone,1.686313988484155e+18,-0.7943980408,1.210083618,7.401658173
accelerometer,smartphone,1.686313988682762e+18,-0.8316705322,1.484612732,10.94344299
accelerometer,smartphone,1.686313988881369e+18,-0.2103126526,0.8372090149,8.013286285
accelerometer,smartphone,1.686313989079975e+18,0.5331912231,0.5544470215,7.862549744
accelerometer,smartphone,1.686313989278582e+18,-0.7375163269,0.9201365662,12.56606873
accelerometer,smartphone,1.686313989477189e+18,-1.658401337,0.4827461243,9.206604767
accelerometer,smartphone,1.686313989675796e+18,-0.4691244507,1.021775208,8.341254272
accelerometer,smartphone,1.686313989874402e+18,-0.1386117554,1.313368835,11.98318085
accelerometer,smartphone,1.686313990073009e+18,-0.2821632385,-0.09565109253,11.08310257
accelerometer,smartphone,1.686313990271616e+18,0.09101074219,1.56903717,7.747888184
accelerometer,smartphone,1.686313990470222e+18,-1.412163391,2.277513885,10.78971268
accelerometer,smartphone,1.68631399066883e+18,-0.3694317627,0.7801776123,7.178172913
accelerometer,smartphone,1.6863139908674368e+18,-1.326391754,1.22385498,11.12022537
accelerometer,smartphone,1.686313991066043e+18,-1.255139923,-0.5971083069,14.96827332
accelerometer,smartphone,1.68631399126465e+18,-0.6182144165,1.009500732,6.848408661
accelerometer,smartphone,1.686313991463257e+18,-0.7194039917,1.162931671,11.12531479
accelerometer,smartphone,1.686313991661864e+18,-1.835932159,0.314046936,9.977501678
accelerometer,smartphone,1.686313991860471e+18,-0.5581892395,1.479373627,8.276289368
accelerometer,smartphone,1.686313992059078e+18,-1.049168243,1.158740387,11.87226151
accelerometer,smartphone,1.686313992257685e+18,-0.5400769043,0.3562591553,10.8292305
accelerometer,smartphone,1.6863139924562918e+18,-0.4281097412,1.409618683,8.217312012
accelerometer,smartphone,1.686313992654899e+18,-3.327131195,1.248852997,11.2140802
accelerometer,smartphone,1.686313992853506e+18,-0.9443861389,0.4019142151,7.444768524
accelerometer,smartphone,1.6863139930521132e+18,-0.2565664673,1.166823578,10.14994308
accelerometer,smartphone,1.68631399325072e+18,0.2871029663,-1.140029297,14.8158902
accelerometer,smartphone,1.686313993449327e+18,-0.5912704468,0.9735754395,7.124734039
accelerometer,smartphone,1.686313993647934e+18,0.7394622803,1.310973816,10.17314484
accelerometer,smartphone,1.6863139938465408e+18,-2.637964325,0.1442999268,10.15398468
accelerometer,smartphone,1.686313994045147e+18,-0.8131091309,1.110241241,7.333250427
accelerometer,smartphone,1.686313994243754e+18,-0.4393363953,0.6218069458,13.24041641
accelerometer,smartphone,1.6863139944423631e+18,0.462538147,-0.1221459961,9.640552368
accelerometer,smartphone,1.68631399464097e+18,0.5751040649,0.9879455566,7.480993195
accelerometer,smartphone,1.686313994839576e+18,-1.527872772,1.079555054,11.50911667
accelerometer,smartphone,1.686313995038184e+18,-1.185085602,0.7089257812,6.575675812
accelerometer,smartphone,1.6863139952367908e+18,-0.9467811584,1.284329224,9.113947449
accelerometer,smartphone,1.686313995435398e+18,-0.8848100281,-0.7472460938,14.26353882
accelerometer,smartphone,1.686313995634006e+18,0.45984375,-0.6045927429,8.678802338
accelerometer,smartphone,1.6863139958326129e+18,0.6668632507,1.050964508,10.35860916
accelerometer,smartphone,1.68631399603122e+18,-2.458786926,-1.030157776,13.80893417
accelerometer,smartphone,1.6863139962298278e+18,-0.3881428528,0.9800120544,8.02556076
accelerometer,smartphone,1.6863139964284352e+18,-1.202599182,1.913919983,12.22343124
accelerometer,smartphone,1.686313996627042e+18,0.2380050659,0.4800517273,8.500822449
accelerometer,smartphone,1.686313996825649e+18,-0.3164419556,1.595681763,7.122189331
accelerometer,smartphone,1.686313997024256e+18,-1.274300079,1.236428833,11.94216614
accelerometer,smartphone,1.686313997222864e+18,-2.139351196,0.4685256958,8.446036377
accelerometer,smartphone,1.6863139974214712e+18,-0.76640625,1.468596039,8.697962494
accelerometer,smartphone,1.686313997620079e+18,0.5596861267,1.856738892,9.664801941
accelerometer,smartphone,1.686313997818686e+18,-0.6625222778,0.1781295776,7.578889618
accelerometer,smartphone,1.686313998017293e+18,0.1038839722,1.657054138,8.999435577
accelerometer,smartphone,1.686313998215901e+18,-2.686313782,-1.375339966,15.59636719
accelerometer,smartphone,1.686313998414508e+18,-0.853225708,1.066981201,6.980134735
accelerometer,smartphone,1.6863139986131151e+18,-0.5848338318,1.235830078,10.41773621
accelerometer,smartphone,1.686313998811723e+18,-0.8093669128,0.4456233215,10.27942383
accelerometer,smartphone,1.68631399901033e+18,0.03248245239,1.104403381,6.259832611
accelerometer,smartphone,1.686313999208938e+18,-0.252973938,0.9910890198,11.44819336
accelerometer,smartphone,1.686313999407545e+18,-2.10971283,-0.1469943237,8.785380707
accelerometer,smartphone,1.686313999606153e+18,-0.8710386658,1.103205872,8.23392746
accelerometer,smartphone,1.6863139998047608e+18,-0.8707392883,0.7060816956,13.77255981
accelerometer,smartphone,1.686314000003368e+18,-0.5897735596,-0.5234614563,9.541308746
accelerometer,smartphone,1.686314000201976e+18,0.2987786865,1.156345367,8.793763275
accelerometer,smartphone,1.686314000400584e+18,-3.625161438,-1.374591522,12.78760803
accelerometer,smartphone,1.686314000599191e+18,-0.734223175,0.3697311401,7.726931763
accelerometer,smartphone,1.6863140007977992e+18,-2.269430695,1.934577026,10.03992188
accelerometer,smartphone,1.686314000996406e+18,-1.020128632,-1.124761047,13.04192917
accelerometer,smartphone,1.686314001195014e+18,-0.8117619324,0.9066645813,6.803651733
accelerometer,smartphone,1.686314001393622e+18,-1.066232758,0.9865983582,10.86380859
accelerometer,smartphone,1.68631400159223e+18,-3.587140503,0.6994953918,9.655670929
accelerometer,smartphone,1.686314001790838e+18,-1.013542328,1.287921753,7.805218964
accelerometer,smartphone,1.686314001989446e+18,-1.463356934,2.289339294,11.65102158
accelerometer,smartphone,1.686314002188054e+18,-0.4987628174,0.570763092,9.777367859
accelerometer,smartphone,1.686314002386662e+18,-0.7132667542,1.53041748,8.658744049
accelerometer,smartphone,1.686314002585269e+18,-1.213825836,2.601739655,9.629475403
accelerometer,smartphone,1.686314002783878e+18,-1.336420898,0.6258485413,7.842042389
accelerometer,smartphone,1.686314002982486e+18,-1.170565796,1.463506622,9.83694397
accelerometer,smartphone,1.6863140031810929e+18,-1.159339142,0.2757266235,14.8105014
accelerometer,smartphone,1.686314003379702e+18,-0.4417314148,1.187031555,7.132966919
accelerometer,smartphone,1.68631400357831e+18,-0.8141569519,1.554667053,10.84854034
accelerometer,smartphone,1.686314003776918e+18,-2.015708313,-0.2784210205,11.62138321
accelerometer,smartphone,1.686314003975528e+18,-0.4960684204,1.377585297,8.048313446
accelerometer,smartphone,1.686314004174137e+18,-2.970722351,2.008523254,11.49654282
accelerometer,smartphone,1.686314004372745e+18,-0.357456665,0.780327301,9.5233461
accelerometer,smartphone,1.686314004571354e+18,-0.4908293152,1.601519623,7.686366119
accelerometer,smartphone,1.686314004769962e+18,-1.17595459,1.495989075,11.86866898
accelerometer,smartphone,1.686314004968571e+18,-2.551593933,0.6271957397,8.517587585
accelerometer,smartphone,1.68631400516718e+18,-0.7851173401,1.572030945,9.095984802
accelerometer,smartphone,1.686314005365789e+18,-0.5513035583,1.574276276,10.58883041
accelerometer,smartphone,1.686314005564398e+18,-0.3116519165,0.9129515076,9.533524933
accelerometer,smartphone,1.686314005763007e+18,0.3635939026,1.387165375,9.353599091
